Rental_state,Start,End,Revenue,Distance,duration_minute,revenue_minute,revenue_km,car_id,battery_left,profitable_minutes,Incentive20,Incentive15,Incentive10,Incentive5
RED,2017-04-10 07:50:25.928,2017-04-10 08:15:07.620,7.14,8,24.694866666666666,0.2891289147812096,0.8925,1,23.0,93.14531666666664,73.14531666666664,78.14531666666664,83.14531666666664,88.14531666666664
RED,2017-04-10 08:34:57.370,2017-04-10 08:50:13.306,4.17,5,15.265600000000001,0.27316319044125353,0.834,1,20.5,108.4109166666666,88.4109166666666,93.4109166666666,98.4109166666666,103.4109166666666
RED,2017-04-19 19:24:43.299,2017-04-19 19:52:54.340,7.29,21,28.184016666666665,0.258657241308756,0.34714285714285714,1,22.0,17.856666666666683,-2.1433333333333167,2.8566666666666833,7.856666666666683,12.856666666666683
RED,2017-04-21 13:33:36.217,2017-04-22 03:43:27.268,66.39,110,849.85085,0.07811959004335878,0.6035454545454545,1,44.99999999999999,309.85085000000004,289.85085000000004,294.85085000000004,299.85085000000004,304.85085000000004
RED,2017-04-22 12:56:29.647,2017-04-22 13:04:09.261,1.61,2,7.660233333333333,0.21017636538486645,0.805,1,43.99999999999999,317.5110833333333,297.5110833333333,302.5110833333333,307.5110833333333,312.5110833333333
RED,2017-04-22 13:25:47.649,2017-04-22 13:36:12.035,2.02,2,10.406433333333332,0.19411069434612566,1.01,1,43.00000000000001,327.91751666666676,307.91751666666676,312.91751666666676,317.91751666666676,322.91751666666676
RED,2017-04-22 19:55:35.933,2017-04-22 20:09:16.231,2.62,5,13.671633333333334,0.19163767313829852,0.524,1,40.5,341.58915,321.58915,326.58915,331.58915,336.58915
RED,2017-04-22 20:14:19.547,2017-04-22 20:40:50.168,6.8,6,26.510350000000003,0.2565035919933158,1.1333333333333333,1,37.5,368.09950000000003,348.09950000000003,353.09950000000003,358.09950000000003,363.09950000000003
RED,2017-04-22 21:19:24.340,2017-04-22 21:32:03.174,2.62,6,12.647233333333332,0.2071599322117881,0.4366666666666667,1,34.5,380.7467333333334,360.7467333333334,365.7467333333334,370.7467333333334,375.7467333333334
RED,2017-04-22 22:14:54.286,2017-04-22 22:25:10.473,2.02,3,10.269783333333333,0.19669353621546706,0.6733333333333333,1,33.0,391.0165166666667,371.0165166666667,376.0165166666667,381.0165166666667,386.0165166666667
